,Clinical Trial Drug Name,DrugBank Drug Name,Match Score,First Approval Date,Highest Development Phase
29983,manuka honey in liquid form,honey,100.0,,3.0
30009,blxa4,blxa4,100.0,,1.0
30020,delamanid,delamanid,100.0,,
30021,pf-04531083,pf-04531083,100.0,,2.0
30049,runcaciguat (bay1101042),runcaciguat,100.0,,2.0
30070,evofosfamide,evofosfamide,100.0,,3.0
30102,golvatinib,golvatinib,100.0,,2.0
30134,gs-9256,gs-9256,100.0,,2.0
30151,suptavumab /kg,suptavumab,100.0,,3.0
30174,dm1157,dm-1157,92.3076923076923,,
30225,somapacitan,somapacitan,100.0,2020.0,4.0
30258,albaconozole,albaconazole,91.66666666666666,,2.0
30283,abraxane + tigatuzumab,tigatuzumab,100.0,,3.0
30284,brontictuzumab,brontictuzumab,100.0,,2.0
30298,red clover,clove,90.9090909090909,,4.0
30304,anti-il-4 monoclonal antibody (pascolizumab),pascolizumab,92.3076923076923,,2.0
30329,cethromycin,cethromycin,100.0,,3.0
30360,fk614,fk-614,90.9090909090909,,
30366,nazartinib,nazartinib,100.0,,2.0
30397,ew-a-401 dna plasmid vector,ew-a-401,100.0,,
30414,lacripep,lacripep,100.0,,
30418,gs-441524,gs-441524,100.0,,1.0
30429,teropavimab,teropavimab,100.0,,2.0
30430,zinlirvimab,zinlirvimab,100.0,,2.0
30499,propafenone,propafenone,100.0,1989.0,4.0
30510,fosciclopirox,fosciclopirox,100.0,,1.0
30528,falimarev,falimarev,100.0,,-1.0
30529,inalimarev,inalimarev,100.0,,3.0
30533,vemircopan,vemircopan,100.0,,2.0
30541,nicord® (omidubicel),omidubicel,90.9090909090909,,3.0
30542,ar201 powder,arx201,90.9090909090909,,
30544,vudalimab,vudalimab,100.0,,2.0
30554,monoclonal antibody hu3s193,hu3s193,100.0,,2.0
30555,gdc-0623,gdc-0623,100.0,,
30562,phenelzine sulfate,phenelzine,100.0,1961.0,4.0
30604,casimersen,casimersen,100.0,2021.0,4.0
30605,golodirsen,golodirsen,100.0,2019.0,4.0
30607,adipiplon,adipiplon,100.0,,2.0
30611,vyd222 (pemivibart),pemivibart,90.9090909090909,,
30614,melrilimab (gsk3772847)  (mg),melrilimab,100.0,,2.0
30652,avl-3288,avl-3288,100.0,,1.0
30711,cdp323,cdp323,100.0,,2.0
30726,xaliproden (sr57746a),xaliproden,100.0,,3.0
30734,elinogrel,elinogrel,100.0,,2.0
30745,sln124,sln124,100.0,,
30746,larotrectinib (vitrakvi,larotrectinib,100.0,,
30770,cem-101,cm-101,92.3076923076923,,
30807,elbasvir,elbasvir,100.0,2016.0,4.0
30826,mm-398 (irinotecan sucrosofate liposome injection) plus cyclophosphamide,sucrosofate,100.0,,3.0
30842,pafuramidine maleate (db289),pafuramidine,100.0,,3.0
30907,lerapolturev,lerapolturev,100.0,,
30914,plx-r18,plx-r18,100.0,,
30970,mtl-cebpa,mtl-cebpa,100.0,,
31016,aura cacia,acacia,90.9090909090909,,3.0
31041,phenformin,phenformin,100.0,,4.0
31075,lorigerlimab,lorigerlimab,100.0,,2.0
31077,ziltivekimab,ziltivekimab,100.0,,3.0
31080,avn944,avn-944,92.3076923076923,,2.0
31118,izokibep,izokibep,100.0,,3.0
31159,pritumumab,pritumumab,100.0,,2.0
31169,pixatimod,pixatimod,100.0,,
31179,deoxyribonucleic acid (dna) methyltransferase inhibitors (dnmti) cedazuridine,cedazuridine,100.0,2020.0,4.0
31184,auto3,auto3,100.0,,
31206,pf-06751979 single ascending dose,pf-06751979,100.0,,1.0
31222,peptide-nucleic acid solution avr118,avr118,100.0,,
31245,pyrazinamide,pyrazinamide,100.0,1971.0,4.0
31283,licogliflozin,licogliflozin,100.0,,
31286,azd6280,azd-6280,93.33333333333333,,1.0
31333,volixibat,volixibat,100.0,,2.0
31342,mefloquine,mefloquine,100.0,,
31347,evenamide,evenamide,100.0,,2.0
31349,epofolate,epofolate,100.0,,1.0
31376,calciferol,secalciferol,90.9090909090909,,2.0
31377,farudodstat,farudodstat,100.0,,2.0
31389,ziresovir,ziresovir,100.0,,3.0
31443,rst-001,rst-001,100.0,,1.0
31522,pg-116800 (given as pg-530742),pg-530742,94.73684210526316,,2.0
31545,2-(5-fluoro-pentyl)-2-methyl-malonic-acid ([18f]-ml-10),2-(5-fluoro-pentyl)-2-methyl-malonic-acid,100.0,,
31572,laninamivir octanoate,laninamivir,100.0,2010.0,4.0
31607,grazoprevir oral granules,grazoprevir,100.0,,
31610,rapa-501-allo off-the-shelf therapy of covid-19,rapa-501-allo,100.0,,
31644,dasabuvir,dasabuvir,100.0,2014.0,4.0
31645,ombitasvir mini tablet,ombitasvir,100.0,,
31646,paritaprevir mini tablet,paritaprevir,100.0,2014.0,4.0
31713,loperamide/ white grapefruit juice,grapefruit,100.0,,1.0
31780,aga2115,aga2115,100.0,,
31893,cb-5083,cb-5083,100.0,,1.0
31899,batoclimab  sc weekly,batoclimab,100.0,,3.0
31904,vepdegestrant,vepdegestrant,100.0,,3.0
31936,efinaconazole topical,efinaconazole,100.0,2014.0,4.0
32026,succimer,succimer,100.0,1991.0,4.0
32049,selepressin,selepressin,100.0,,2.0
32063,camsirubicin,camsirubicin,100.0,,2.0
32067,vtp-27999,vtp-27999,100.0,,1.0
32069,enadenotucirev,enadenotucirev,100.0,,2.0
32072,lonidamine,lonidamine,100.0,,3.0
32135,flurazepam,flurazepam,100.0,1970.0,4.0
32139,bebtelovimab,bebtelovimab,100.0,,2.0
32217,zuranolone,zuranolone,100.0,2023.0,4.0
32246,icapamespib,icapamespib,100.0,,1.0
32292,lefitolimod,lefitolimod,100.0,,2.0
32293,atovaquone proguanil,atovaquone,100.0,1992.0,4.0
32296,avi-014 versus filgrastim,avi-014,100.0,,
32321,talquetamab,talquetamab,100.0,2023.0,4.0
32325,cicletanine,cicletanine,100.0,,2.0
32357,hypromellose gel,hypromellose,100.0,,4.0
32413,sanvar® (vapreotide),vapreotide,90.9090909090909,,3.0
32414,pf-00610355,pf-00610355,100.0,,2.0
32467,motesanib,motesanib,100.0,,3.0
32513,pbi-0451 (pomotrelvir),pomotrelvir,91.66666666666666,,1.0
32515,isoxsuprine hydrochloride,isoxsuprine,100.0,,4.0
32517,immu-114,immu-114,100.0,,
32518,oms721 (narsoplimab),narsoplimab,91.66666666666666,,3.0
32584,lti-03,lti-03,100.0,,1.0
32591,eprenetapopt,eprenetapopt,100.0,,3.0
32597,fimaporfin and gemcitabine,fimaporfin,100.0,,2.0
32662,descartes-08,descartes-30,91.66666666666666,,1.0
32667,fimepinostat,fimepinostat,100.0,,2.0
32671,digitoxin,digitoxin,100.0,,
32714,lyt-200,lyt-200,100.0,,
32762,tall-104 cells,tall-104,100.0,,
32779,hmi-103,hmi-103,100.0,,
32856,sacrosidase oral solution,sacrosidase,100.0,1998.0,4.0
32900,apr-548 + azacitidine,apr-548,100.0,,3.0
32923,cdk inhibitor at7519,at-7519,92.3076923076923,,2.0
32936,osi-930 and erlotinib,osi-930,100.0,,1.0
32958,tolevamer potassium-sodium (gt267-004),tolevamer,100.0,,2.0
32981,pf-03814735,pf-03814735,100.0,,
33012,gs-6620,gs-6620,100.0,,1.0
33018,synb1353,synb1353,100.0,,
33022,atg002 (study drug),atg002,100.0,,
33028,ro7293583,ro-7293583,94.73684210526316,,
33029,px-478,px-478,100.0,,1.0
33050,tak-448,tak-448,100.0,,2.0
33099,chromium picolinate,chromium,100.0,,1.0
33100,valomaciclovir,valomaciclovir,100.0,,2.0
33124,pretomanid,pretomanid,100.0,,
33125,histrelin acetate,histrelin,100.0,1991.0,4.0
33168,cart22 cells,ucart22,92.3076923076923,,
33187,y-2(edaravone and borneol) sublingual tablet,borneol,93.33333333333333,,3.0
33195,moxonidine 0.,moxonidine,100.0,,
33200,topical pravibismane,pravibismane,100.0,,2.0
33238,abciximab (reopro) and reteplase (retavase),abciximab,100.0,1993.0,4.0
33312,mva-bn-her2,mva-bn-her-2,95.65217391304348,,
33341,kiacta (eprodisate disodium),eprodisate,95.23809523809523,,3.0
33366,incb086550,incb-086550,95.23809523809523,,2.0
33370,vanzacaftor,vanzacaftor,100.0,,1.0
33394,cam-101,cam-101,100.0,,
33431,abituzumab,abituzumab,100.0,,2.0
33518,loxl2 inhibitor pat-1251,pat-1251,100.0,,2.0
33523,cardiopet,cardiopet,100.0,,1.0
33525,lacutamab,lacutamab,100.0,,2.0
33526,idursulfase it (),idursulfase,100.0,2006.0,4.0
33528,tagatose,tagatose,100.0,,3.0
33530,mrt5005,mrt5005,100.0,,
33541,crinecerfont,crinecerfont,100.0,,3.0
33557,nafarelin,nafarelin,100.0,1990.0,4.0
33580,rimantadine,rimantadine,100.0,1993.0,4.0
33609,ppi-2458,ppi-2458,100.0,,1.0
33618,incyclinide,incyclinide,100.0,,2.0
33642,apilimod dimesylate capsule,apilimod,100.0,,2.0
33698,avi-7288,avi-7288,100.0,,1.0
33715,idarucizumab,idarucizumab,100.0,2015.0,4.0
33731,or cloxacillin,cloxacillin,100.0,1974.0,4.0
33735,gdc-0917,gdc-0917,100.0,,
33742,fn-1501,fn-1501,100.0,,1.0
33769,avi-4065 injection,avi-4065,100.0,,
33828,technetium tc 99m mebrofenin,mebrofenin,100.0,,2.0
33840,alpha-pinene,alpha-pinene,100.0,,1.0
33859,desirudin (iprivask™),desirudin,100.0,1997.0,4.0
33872,serdexmethylphenidate,serdexmethylphenidate,100.0,2021.0,4.0
33880,tol101,tol-101,92.3076923076923,,2.0
33883,sgn-15 (cbr96-doxorubicin immunoconjugate),sgn-15,100.0,,2.0
33918,ose2101,ose-2101,93.33333333333333,,
33956,pl-3994 aqueous intravenous solution dose ascention,pl-3994,100.0,,2.0
33973,osivelotor,osivelotor,100.0,,2.0
33981,v591,v591,100.0,,
33992,ulonivirine,ulonivirine,100.0,,2.0
34009,chlorzoxazone  tablet,chlorzoxazone,100.0,1958.0,4.0
34030,quisinostat,quisinostat,100.0,,2.0
34038,medi4736 in combination with azd5069,azd-5069,93.33333333333333,,
34045,odetiglucan,odetiglucan,100.0,,2.0
34065,tbc3711,tbc-3711,93.33333333333333,,
34099,cg400549,cg-400549,94.11764705882352,,2.0
34103,tvgv-1,vgv-1,90.9090909090909,,2.0
34109,deucrictibant,deucrictibant,100.0,,2.0
34131,apramycin (ebl-1003),apramycin,100.0,,
34201,c31g,c31g,100.0,,
34213,domperidone,domperidone,100.0,,4.0
34217,faropenem medoxomil,faropenem,100.0,,3.0
34255,suvn-502,suvn-502,100.0,,3.0
34258,pf-03882845,pf-03882845,100.0,,1.0
34275,low dose rhcc10,rhcc10,100.0,,
34278,rencofilstat,rencofilstat,100.0,,2.0
34290,teprasiran,teprasiran,100.0,,3.0
34315,autologous anti-cd19car-4-1bb-cd3zeta-egfrt-expressing cd4+/cd8+ central memory t-lymphocytes jcar014,jcar014,100.0,,
34320,pf-06821497 treatment a,pf-06821497,100.0,,1.0
34327,eflapegrastim,eflapegrastim,100.0,2022.0,4.0
34332,dexanabinol,dexanabinol,100.0,,3.0
34428,atabecestat,atabecestat,100.0,,2.0
34438,rilapladib,rilapladib,100.0,,2.0
34439,etigilimab,etigilimab,100.0,,2.0
34464,diethylcarbamazine,diethylcarbamazine,100.0,1950.0,4.0
34504,jnj26489112,jnj-26489112,95.65217391304348,,2.0
34530,lx1031 high dose,lx1031,100.0,,
34536,abt-639,abt-639,100.0,,2.0
34543,clemastine,clemastine,100.0,1977.0,4.0
34549,zanolimumab,zanolimumab,100.0,,3.0
34569,bromelain and comosain,comosain,100.0,,
34598,mdx1303,mdx-1303,93.33333333333333,,1.0
34606,bgb-dxp593,bgb-dxp593,100.0,,2.0
34617,gb002 (seralutinib),seralutinib,91.66666666666666,,2.0
34620,mdr-101,mdr-101,100.0,,3.0
34627,biib015,biib015,100.0,,1.0
34647,ginisortamab,ginisortamab,100.0,,1.0
34659,bezafibrate,bezafibrate,100.0,,
34734,arct-810,arct-810,100.0,,
34737,dubermatinib,dubermatinib,100.0,,1.0
34813,alnuctamab,alnuctamab,100.0,,
34816,paxalisib (gdc-0084),paxalisib,100.0,,2.0
34830,givinostat,givinostat,100.0,,3.0
34855,tg-873870 (nemonoxacin),nemonoxacin,91.66666666666666,,3.0
34895,rubidium,rubidium,100.0,,3.0
35030,azd5991,azd-5991,93.33333333333333,,1.0
35036,oc-02 (simpinicline) nasal spray,simpinicline,92.3076923076923,,2.0
35039,apitolisib,apitolisib,100.0,,2.0
35040,sx-682,sx-682,100.0,,2.0
35054,ensovibep,ensovibep,100.0,,3.0
35100,iv chlorothiazide,chlorothiazide,100.0,1958.0,4.0
35108,azd1480,azd-1480,93.33333333333333,,2.0
35119,vanoxerine hcl,vanoxerine,100.0,,
35182,l-histidine,histidine,90.0,,-1.0
35200,guanabenz,guanabenz,100.0,1982.0,4.0
35214,vurolenatide /pbo,vurolenatide,100.0,,2.0
35217,cytochlor,cytochlor,100.0,,1.0
35245,ibutilide,ibutilide,100.0,1995.0,4.0
35246,pf-03187207 and latanoprost vehicle,pf-03187207,100.0,,
35288,l-alanosine,alanosine,90.0,,
35290,tp-1287,tp-1287,100.0,,1.0
35291,avi-4020 injection,avi-4020,100.0,,
35353,orelabrutinib (icp-022),orelabrutinib,100.0,,3.0
35366,tk216,tk216,100.0,,
35387,esreboxetine,esreboxetine,100.0,,-1.0
35413,debio1347 (ch5183284),debio-1347,94.73684210526316,,2.0
35425,pacap-38 challenge agent,pacap38,93.33333333333333,,
35433,proparacaine hcl,proparacaine,100.0,1953.0,4.0
35447,sacubitril / valsartan oral tablet [entresto],sacubitril,100.0,2015.0,4.0
35466,thiopental sodium,thiopental,100.0,1982.0,4.0
35477,resatorvid,resatorvid,100.0,,3.0
35522,domvanalimab,domvanalimab,100.0,,3.0
35594,pf-06842874,pf-06842874,100.0,,1.0
35617,gpx-100 (13-deoxydoxorubicin),13-deoxydoxorubicin,95.0,,2.0
35618,s -equol,equol,90.9090909090909,,
35672,miv-711,miv-711,100.0,,
35690,selgantolimod,selgantolimod,100.0,,2.0
35694,pegvaliase,pegvaliase,100.0,2018.0,4.0
35714,otx-2002,otx-2002,100.0,,
35740,fg2216,fg-2216,92.3076923076923,,
35748,loxoprofen pain patch,loxoprofen,100.0,1986.0,4.0
35775,vicagrel capsules,vicagrel,100.0,,1.0
35786,reltecimod 0./kg,reltecimod,100.0,,3.0
35826,pyridoxamine dihydrochloride,pyridoxamine,100.0,,
35865,trifluoperazine,trifluoperazine,100.0,1959.0,4.0
35935,wnt974,wnt-974,92.3076923076923,,2.0
35942,gw493838,gw-493838,94.11764705882352,,2.0
35949,mk-2225,mk-2225,100.0,,1.0
35959,demeclocycline,demeclocycline,100.0,1960.0,4.0
36018,cft8634,cft-8634,93.33333333333333,,1.0
36025,"1,25-dihydroxycholecalciferol","24,25-dihydroxycholecalciferol",94.91525423728814,,
36028,trotabresib,trotabresib,100.0,,1.0
36096,mdx-1379 (gp100) melanoma peptide vaccine,mdx-1379,100.0,,
36271,lesogaberan (azd3355),lesogaberan,100.0,,2.0
36292,jab-3068,jab-3068,100.0,,1.0
36297,mak683,mak-683,92.3076923076923,,1.0
36304,atir101,atir101,100.0,,
36310,opelconazole,opelconazole,100.0,,3.0
36350,rilvegostomig,rilvegostomig,100.0,,2.0
36351,volrustomig,volrustomig,100.0,,2.0
36352,sabestomig,sabestomig,100.0,,2.0
36388,99mtc-glucarate solution,99mtc-glucarate,100.0,,
36404,gdx012 suspension for iv infusion,gdx012,100.0,,
36451,pentetrazol (ptz),pentetrazol,100.0,,2.0
36466,ea-2353,ea-2353,100.0,,
36468,prototype (an0128 toothpaste),an0128,92.3076923076923,,
36481,ino-3107,ino-3107,100.0,,
36546,benznidazole,benznidazole,100.0,2017.0,4.0
36556,sar125844,sar-125844,94.73684210526316,,2.0
